app_name,device_id,clock_period_nsec,design_latency_msec,bram_utilization,dsp_utilization,ff_utilization,lut_utilization,synthesis_time_sec
rodinia-backprop-1-tiling-back,xcu200-fsgd2104-2-e,10,287.05256,1,0,0,0,39.25068998336792
rodinia-backprop-1-tiling-back,xcu200-fsgd2104-2-e,5,180.227,1,0,0,0,39.16523480415344
rodinia-backprop-1-tiling-back,xcu200-fsgd2104-2-e,3.33,173.06268408000003,1,0,0,0,39.21783208847046
rodinia-backprop-1-tiling-back,xczu7ev-ffvc1156-2-e,10,349.96792,55,1,0,1,38.076388120651245
rodinia-backprop-1-tiling-back,xczu7ev-ffvc1156-2-e,5,269.35692,55,1,0,1,41.938225746154785
rodinia-backprop-1-tiling-back,xczu7ev-ffvc1156-2-e,3.33,232.42331736000003,55,0,1,3,39.28077149391174
rodinia-knn-5-coalescing,xcu200-fsgd2104-2-e,10,0.10256,0,0,0,0,32.61491107940674
rodinia-knn-5-coalescing,xcu200-fsgd2104-2-e,5,0.05128,0,0,0,0,32.18591833114624
rodinia-knn-5-coalescing,xcu200-fsgd2104-2-e,3.33,0.034152480000000006,0,0,0,0,32.19673824310303
rodinia-knn-5-coalescing,xczu7ev-ffvc1156-2-e,10,0.10256,9,0,0,4,33.71723175048828
rodinia-knn-5-coalescing,xczu7ev-ffvc1156-2-e,5,0.05128,9,0,0,4,33.529321908950806
rodinia-knn-5-coalescing,xczu7ev-ffvc1156-2-e,3.33,0.034152480000000006,9,0,0,4,32.58970761299133
rodinia_dilate_2_pipeline_0,xcu200-fsgd2104-2-e,10,857.5543,0,0,0,0,52.290772676467896
rodinia_dilate_2_pipeline_0,xcu200-fsgd2104-2-e,5,428.77715,0,0,0,0,52.25877499580383
rodinia_dilate_2_pipeline_0,xcu200-fsgd2104-2-e,3.33,348.98519880000003,0,0,0,0,52.17383003234863
rodinia_dilate_2_pipeline_0,xczu7ev-ffvc1156-2-e,10,857.5543,11,0,0,0,51.8863160610199
rodinia_dilate_2_pipeline_0,xczu7ev-ffvc1156-2-e,5,428.77715,11,0,0,0,51.87186026573181
rodinia_dilate_2_pipeline_0,xczu7ev-ffvc1156-2-e,3.33,418.5475668,11,0,0,0,52.19883441925049
rodinia_pathfinder_4_doublebuffer_0,xcu200-fsgd2104-2-e,10,73.47458,0,0,0,0,36.93826913833618
rodinia_pathfinder_4_doublebuffer_0,xcu200-fsgd2104-2-e,5,36.73729,0,0,0,0,36.81934571266174
rodinia_pathfinder_4_doublebuffer_0,xcu200-fsgd2104-2-e,3.33,27.96220314,0,0,0,0,38.81953454017639
rodinia_pathfinder_4_doublebuffer_0,xczu7ev-ffvc1156-2-e,10,73.47458,10,0,0,0,37.00516223907471
rodinia_pathfinder_4_doublebuffer_0,xczu7ev-ffvc1156-2-e,5,36.73729,10,0,0,0,36.94364142417908
rodinia_pathfinder_4_doublebuffer_0,xczu7ev-ffvc1156-2-e,3.33,33.20325018,10,0,0,0,37.05927610397339
rodinia-backprop-0-baseline-back,xcu200-fsgd2104-2-e,10,167.77585,0,0,0,0,27.663956880569458
rodinia-backprop-0-baseline-back,xcu200-fsgd2104-2-e,5,110.102885,0,0,0,0,27.21986985206604
rodinia-backprop-0-baseline-back,xcu200-fsgd2104-2-e,3.33,108.24679485000001,0,0,0,0,27.19724464416504
rodinia-backprop-0-baseline-back,xczu7ev-ffvc1156-2-e,10,209.71985,0,1,0,0,28.9338161945343
rodinia-backprop-0-baseline-back,xczu7ev-ffvc1156-2-e,5,173.018805,0,1,0,0,28.927242279052734
rodinia-backprop-0-baseline-back,xczu7ev-ffvc1156-2-e,3.33,153.64055565,0,0,1,1,27.650490283966064
rodinia-knn-4-doublebuffer,xcu200-fsgd2104-2-e,10,0.08206,0,0,0,0,27.25965189933777
rodinia-knn-4-doublebuffer,xcu200-fsgd2104-2-e,5,0.04103,0,0,0,0,27.26742124557495
rodinia-knn-4-doublebuffer,xcu200-fsgd2104-2-e,3.33,0.02732598,0,0,0,0,27.117748737335205
rodinia-knn-4-doublebuffer,xczu7ev-ffvc1156-2-e,10,0.08206,0,0,0,0,28.027063369750977
rodinia-knn-4-doublebuffer,xczu7ev-ffvc1156-2-e,5,0.04103,0,0,0,0,28.494609832763672
rodinia-knn-4-doublebuffer,xczu7ev-ffvc1156-2-e,3.33,0.02732598,0,0,0,0,27.753536462783813
rodinia_streamcluster_3_doublebuffer_0,xcu200-fsgd2104-2-e,10,0.07395,1,0,0,0,29.22329020500183
rodinia_streamcluster_3_doublebuffer_0,xcu200-fsgd2104-2-e,5,0.036975,1,0,0,0,29.069984912872314
rodinia_streamcluster_3_doublebuffer_0,xcu200-fsgd2104-2-e,3.33,0.02462535,1,0,0,0,28.86628246307373
rodinia_streamcluster_3_doublebuffer_0,xczu7ev-ffvc1156-2-e,10,0.07395,32,0,0,0,29.34882950782776
rodinia_streamcluster_3_doublebuffer_0,xczu7ev-ffvc1156-2-e,5,0.036975,32,0,0,0,29.255103826522827
rodinia_streamcluster_3_doublebuffer_0,xczu7ev-ffvc1156-2-e,3.33,0.02462535,32,0,0,1,29.170323848724365
spcl_example_05,xcu200-fsgd2104-2-e,10,64466.48324,0,0,0,0,22.789236783981323
spcl_example_05,xcu200-fsgd2104-2-e,5,42970.659865,0,0,0,0,23.635636806488037
spcl_example_05,xcu200-fsgd2104-2-e,3.33,39345.14030184,0,0,0,0,23.60820436477661
spcl_example_05,xczu7ev-ffvc1156-2-e,10,64466.48325,0,0,0,0,26.37020444869995
spcl_example_05,xczu7ev-ffvc1156-2-e,5,64445.49637,0,0,0,0,26.332470655441284
spcl_example_05,xczu7ev-ffvc1156-2-e,3.33,57222.94168143,0,0,0,1,22.940456867218018
spcl_example_00,xcu200-fsgd2104-2-e,10,10.24005,0,0,0,0,25.784841775894165
spcl_example_00,xcu200-fsgd2104-2-e,5,5.120045,0,0,0,0,22.18022394180298
spcl_example_00,xcu200-fsgd2104-2-e,3.33,3.40995663,0,0,0,0,25.27485680580139
spcl_example_00,xczu7ev-ffvc1156-2-e,10,10.24007,0,0,0,0,25.784726858139038
spcl_example_00,xczu7ev-ffvc1156-2-e,5,5.120065,0,0,0,0,25.744240045547485
spcl_example_00,xczu7ev-ffvc1156-2-e,3.33,3.40997994,0,0,0,0,25.89681649208069
rodinia-knn-3-unroll,xcu200-fsgd2104-2-e,10,304.16902,0,0,0,0,26.579554080963135
rodinia-knn-3-unroll,xcu200-fsgd2104-2-e,5,214.99907,0,0,0,0,25.63052773475647
rodinia-knn-3-unroll,xcu200-fsgd2104-2-e,3.33,181.5987195,0,0,0,0,25.708516836166382
rodinia-knn-3-unroll,xczu7ev-ffvc1156-2-e,10,367.08358,0,0,0,0,26.63132882118225
rodinia-knn-3-unroll,xczu7ev-ffvc1156-2-e,5,288.39939,0,0,0,0,26.73184108734131
rodinia-knn-3-unroll,xczu7ev-ffvc1156-2-e,3.33,258.41739726000003,0,0,0,0,26.52203106880188
rodinia_streamcluster_2_pipeline_1,xcu200-fsgd2104-2-e,10,22.76587,0,0,0,0,28.555736780166626
rodinia_streamcluster_2_pipeline_1,xcu200-fsgd2104-2-e,5,17.562775,0,0,0,0,27.086907863616943
rodinia_streamcluster_2_pipeline_1,xcu200-fsgd2104-2-e,3.33,14.448613589999999,0,0,0,0,27.08088445663452
rodinia_streamcluster_2_pipeline_1,xczu7ev-ffvc1156-2-e,10,28.97131,16,0,0,0,27.9547119140625
rodinia_streamcluster_2_pipeline_1,xczu7ev-ffvc1156-2-e,5,24.781975,16,0,0,0,28.01851224899292
rodinia_streamcluster_2_pipeline_1,xczu7ev-ffvc1156-2-e,3.33,21.99476655,16,0,0,0,28.400031089782715
rodinia-hotspot-3-unroll,xcu200-fsgd2104-2-e,10,27400.15713,1,0,0,0,28.57433032989502
rodinia-hotspot-3-unroll,xcu200-fsgd2104-2-e,5,15042.255845,1,0,0,0,28.455251932144165
rodinia-hotspot-3-unroll,xcu200-fsgd2104-2-e,3.33,14604.59391021,1,0,0,0,28.344462871551514
rodinia-hotspot-3-unroll,xczu7ev-ffvc1156-2-e,10,28742.33441,29,0,0,0,29.410141706466675
rodinia-hotspot-3-unroll,xczu7ev-ffvc1156-2-e,5,16719.977445,29,0,0,1,29.318105697631836
rodinia-hotspot-3-unroll,xczu7ev-ffvc1156-2-e,3.33,19856.19806253,29,0,0,1,29.30589199066162
machsuite-gemm-blocked,xcu200-fsgd2104-2-e,10,24.65937,0,0,0,0,27.575599193572998
machsuite-gemm-blocked,xcu200-fsgd2104-2-e,5,17.572565,0,0,0,0,27.427799224853516
machsuite-gemm-blocked,xcu200-fsgd2104-2-e,3.33,16.94096541,0,0,0,0,27.56356930732727
machsuite-gemm-blocked,xczu7ev-ffvc1156-2-e,10,32.52369,0,0,0,0,31.106348037719727
machsuite-gemm-blocked,xczu7ev-ffvc1156-2-e,5,29.369045,0,0,0,0,30.9861741065979
machsuite-gemm-blocked,xczu7ev-ffvc1156-2-e,3.33,23.92448157,0,0,0,1,27.625705242156982
rodinia_cfd_step_factor_3_unroll_0,xcu200-fsgd2104-2-e,10,0.67205,0,0,0,0,36.18761086463928
rodinia_cfd_step_factor_3_unroll_0,xcu200-fsgd2104-2-e,5,0.504985,0,0,0,0,39.03722929954529
rodinia_cfd_step_factor_3_unroll_0,xcu200-fsgd2104-2-e,3.33,0.41133825,0,0,0,0,38.99627494812012
rodinia_cfd_step_factor_3_unroll_0,xczu7ev-ffvc1156-2-e,10,0.87685,2,0,0,1,36.34658622741699
rodinia_cfd_step_factor_3_unroll_0,xczu7ev-ffvc1156-2-e,5,0.720025,2,0,0,1,36.38975930213928
rodinia_cfd_step_factor_3_unroll_0,xczu7ev-ffvc1156-2-e,3.33,0.76256001,2,0,0,2,36.34667730331421
